DatContrato;Ano;Mes;Contrato;CPF;NomCliente;VlrLiberado;VlrTAC;VlrFinanciado;VlrIOC;Seguro;CodProduto;Produto;TipoProduto;Loja;RazaoSocial;CNPJ_Loja;Filial;NomeFantasia;CNPJ_Filial;TaxaOperacao;Tabela;Plano;VlrParcela;PriVencimento
07/02/20;2020;2;cont334;99911122533;Nome Cliente 334;1075,99;0;1097,15;21,16;0;9909;Prod Nome;Tipo 360;1119;Nome Loja;1,99333E+13;123;Loja ABC 334;1,99333E+13;0,0630936;240;10;152;10/03/20
07/02/20;2020;2;cont335;99911122534;Nome Cliente 335;1032,38;0;1046,31;13,93;0;9909;Prod Nome;Tipo 361;1119;Nome Loja;1,99333E+13;123;Loja ABC 335;1,99333E+13;0,0632382;240;6;216;10/03/20
07/02/20;2020;2;cont336;99911122535;Nome Cliente 336;1134,59;0;1160,36;25,77;0;9909;Prod Nome;Tipo 362;1119;Nome Loja;1,99333E+13;123;Loja ABC 336;1,99333E+13;0,0559396;240;12;136;10/03/20
07/02/20;2020;2;cont337;99911122536;Nome Cliente 337;1276,41;0;1305,4;28,99;0;9909;Prod Nome;Tipo 363;1119;Nome Loja;1,99333E+13;123;Loja ABC 337;1,99333E+13;0,0559432;240;12;153;10/03/20
07/02/20;2020;2;cont338;99911122537;Nome Cliente 338;1489,98;0;1523,82;33,84;0;9909;Prod Nome;Tipo 364;1119;Nome Loja;1,99333E+13;123;Loja ABC 338;1,99333E+13;0,055937;240;12;178,6;10/03/20
07/02/20;2020;2;cont339;99911122538;Nome Cliente 339;887,52;0;904,81;17,29;0;9909;Prod Nome;Tipo 365;1119;Nome Loja;1,99333E+13;123;Loja ABC 339;1,99333E+13;0,0539234;240;10;120;10/03/20
07/02/20;2020;2;cont340;99911122539;Nome Cliente 340;1094,89;0;1116,26;21,37;0;9909;Prod Nome;Tipo 366;1119;Nome Loja;1,99333E+13;123;Loja ABC 340;1,99333E+13;0,0559538;240;10;149,5;10/03/20
07/02/20;2020;2;cont341;99911122540;Nome Cliente 341;2410,42;0;2480,21;69,79;0;9909;Prod Nome;Tipo 367;1119;Nome Loja;1,99333E+13;123;Loja ABC 341;1,99333E+13;0,0658525;240;16;269,9;10/04/20
10/02/20;2020;2;cont342;99911122541;Nome Cliente 342;1934,93;0;2049,87;45,94;69;9909;Prod Nome;Tipo 368;1119;Nome Loja;1,99333E+13;123;Loja ABC 342;1,99333E+13;0,0630521;240;12;249,83;10/03/20
07/02/20;2020;2;cont343;99911122542;Nome Cliente 343;651,08;0;663,79;12,71;0;9909;Prod Nome;Tipo 369;1119;Nome Loja;1,99333E+13;123;Loja ABC 343;1,99333E+13;0,0559612;240;10;88,9;10/03/20
07/02/20;2020;2;cont344;99911122543;Nome Cliente 344;990,82;0;1013,04;22,22;0;9909;Prod Nome;Tipo 370;1119;Nome Loja;1,99333E+13;123;Loja ABC 344;1,99333E+13;0,055151;240;11;129;25/03/20
07/02/20;2020;2;cont345;99911122544;Nome Cliente 345;330,31;0;332,8;2,49;0;9909;Prod Nome;Tipo 371;1119;Nome Loja;1,99333E+13;123;Loja ABC 345;1,99333E+13;0,0540137;240;2;180;06/03/20
07/02/20;2020;2;cont346;99911122545;Nome Cliente 346;2054,59;0;2101,8;47,21;0;9909;Prod Nome;Tipo 372;1119;Nome Loja;1,99333E+13;123;Loja ABC 346;1,99333E+13;0,0650906;240;12;259;10/03/20
07/02/20;2020;2;cont347;99911122546;Nome Cliente 347;1353,35;0;1383,43;30,08;0;9909;Prod Nome;Tipo 373;1119;Nome Loja;1,99333E+13;123;Loja ABC 347;1,99333E+13;0,0497886;240;12;155,9;06/03/20
07/02/20;2020;2;cont348;99911122547;Nome Cliente 348;1098,83;0;1121,11;22,28;0;9909;Prod Nome;Tipo 374;1119;Nome Loja;1,99333E+13;123;Loja ABC 348;1,99333E+13;0,0495617;240;10;147,98;20/03/20
07/02/20;2020;2;cont349;99911122548;Nome Cliente 349;835,96;0;849,37;13,41;0;9909;Prod Nome;Tipo 375;1119;Nome Loja;1,99333E+13;123;Loja ABC 349;1,99333E+13;0,0490263;240;6;176,3;10/04/20
07/02/20;2020;2;cont350;99911122549;Nome Cliente 350;2742,16;0;2804,35;62,19;0;9909;Prod Nome;Tipo 376;1119;Nome Loja;1,99333E+13;123;Loja ABC 350;1,99333E+13;0,0648794;240;12;343,5;06/03/20
07/02/20;2020;2;cont351;99911122550;Nome Cliente 351;1498,82;0;1532,41;33,59;0;9909;Prod Nome;Tipo 377;1119;Nome Loja;1,99333E+13;123;Loja ABC 351;1,99333E+13;0,0558846;240;12;178,68;06/03/20
07/02/20;2020;2;cont352;99911122551;Nome Cliente 352;584,47;0;595,05;10,58;0;9909;Prod Nome;Tipo 378;1119;Nome Loja;1,99333E+13;123;Loja ABC 352;1,99333E+13;0,0651582;240;9;89,9;10/03/20
07/02/20;2020;2;cont353;99911122552;Nome Cliente 353;698,38;0;706,55;8,17;0;9909;Prod Nome;Tipo 379;1119;Nome Loja;1,99333E+13;123;Loja ABC 353;1,99333E+13;0,0649557;240;5;170;06/03/20
07/02/20;2020;2;cont354;99911122553;Nome Cliente 354;897,54;0;917,49;19,95;0;9909;Prod Nome;Tipo 380;1119;Nome Loja;1,99333E+13;123;Loja ABC 354;1,99333E+13;0,0395757;240;12;98;10/03/20
07/02/20;2020;2;cont355;99911122554;Nome Cliente 355;3017,74;0;3128,44;41,7;69;9909;Prod Nome;Tipo 381;1119;Nome Loja;1,99333E+13;123;Loja ABC 355;1,99333E+13;0,0652998;240;6;650;10/03/20
07/02/20;2020;2;cont356;99911122555;Nome Cliente 356;428,82;0;435,92;7,1;0;9909;Prod Nome;Tipo 382;1119;Nome Loja;1,99333E+13;123;Loja ABC 356;1,99333E+13;0,0651985;240;8;72;10/03/20
07/02/20;2020;2;cont357;99911122556;Nome Cliente 357;1170,09;0;1196,98;26,89;0;9909;Prod Nome;Tipo 383;1119;Nome Loja;1,99333E+13;123;Loja ABC 357;1,99333E+13;0,0650862;240;12;147,5;10/03/20
07/02/20;2020;2;cont358;99911122557;Nome Cliente 358;1811,06;0;1860,3;49,24;0;9909;Prod Nome;Tipo 384;1119;Nome Loja;1,99333E+13;123;Loja ABC 358;1,99333E+13;0,063867;240;16;189;06/03/20
07/02/20;2020;2;cont359;99911122558;Nome Cliente 359;428,91;0;432,79;3,88;0;9909;Prod Nome;Tipo 385;1119;Nome Loja;1,99333E+13;123;Loja ABC 359;1,99333E+13;0,0600969;240;3;162,2;08/03/20
10/02/20;2020;2;cont360;99911122559;Nome Cliente 360;172,07;0;173,37;1,3;0;9909;Prod Nome;Tipo 386;1119;Nome Loja;1,99333E+13;123;Loja ABC 360;1,99333E+13;0,0580193;240;2;94,3;06/03/20
07/02/20;2020;2;cont361;99911122560;Nome Cliente 361;1533,56;0;1572,04;38,48;0;9909;Prod Nome;Tipo 387;1119;Nome Loja;1,99333E+13;123;Loja ABC 361;1,99333E+13;0,0566109;240;12;194,5;10/04/20
07/02/20;2020;2;cont362;99911122561;Nome Cliente 362;418,91;0;423,95;5,04;0;9909;Prod Nome;Tipo 388;1119;Nome Loja;1,99333E+13;123;Loja ABC 362;1,99333E+13;0,0602038;240;5;101,19;10/03/20
07/02/20;2020;2;cont363;99911122562;Nome Cliente 363;1349;0;1379,39;30,39;0;9909;Prod Nome;Tipo 389;1119;Nome Loja;1,99333E+13;123;Loja ABC 363;1,99333E+13;0,0497376;240;12;156,16;10/03/20
07/02/20;2020;2;cont364;99911122563;Nome Cliente 364;840,08;0;859,38;19,3;0;9909;Prod Nome;Tipo 390;1119;Nome Loja;1,99333E+13;123;Loja ABC 364;1,99333E+13;0,0650832;240;12;105,9;10/03/20
07/02/20;2020;2;cont365;99911122564;Nome Cliente 365;1015,19;0;1038,21;23,02;0;9909;Prod Nome;Tipo 391;1119;Nome Loja;1,99333E+13;123;Loja ABC 365;1,99333E+13;0,0549213;240;12;121;10/03/20
07/02/20;2020;2;cont366;99911122565;Nome Cliente 366;855,79;0;876,45;20,66;0;9909;Prod Nome;Tipo 392;1119;Nome Loja;1,99333E+13;123;Loja ABC 366;1,99333E+13;0,0563172;240;12;106;28/03/20
07/02/20;2020;2;cont367;99911122566;Nome Cliente 367;779,47;0;786,99;7,52;0;9909;Prod Nome;Tipo 393;1119;Nome Loja;1,99333E+13;123;Loja ABC 367;1,99333E+13;0,0565072;240;3;296,35;15/03/20
07/02/20;2020;2;cont368;99911122567;Nome Cliente 368;669,1;0;687;17,9;0;9909;Prod Nome;Tipo 394;1119;Nome Loja;1,99333E+13;123;Loja ABC 368;1,99333E+13;0,0689472;240;12;93,9;30/04/20
07/02/20;2020;2;cont369;99911122568;Nome Cliente 369;882,36;0;902,64;20,28;0;9909;Prod Nome;Tipo 395;1119;Nome Loja;1,99333E+13;123;Loja ABC 369;1,99333E+13;0,0650921;240;12;111,23;10/03/20
07/02/20;2020;2;cont370;99911122569;Nome Cliente 370;1167,12;0;1179,49;12,37;0;9909;Prod Nome;Tipo 396;1119;Nome Loja;1,99333E+13;123;Loja ABC 370;1,99333E+13;0,0560922;240;4;339;10/03/20
07/02/20;2020;2;cont371;99911122570;Nome Cliente 371;1258,23;0;1287,31;29,08;0;9909;Prod Nome;Tipo 397;1119;Nome Loja;1,99333E+13;123;Loja ABC 371;1,99333E+13;0,0560393;240;12;152,2;15/03/20
07/02/20;2020;2;cont372;99911122571;Nome Cliente 372;194,82;0;197,13;2,31;0;9909;Prod Nome;Tipo 398;1119;Nome Loja;1,99333E+13;123;Loja ABC 372;1,99333E+13;0,0556929;240;4;58;25/03/20
07/02/20;2020;2;cont373;99911122572;Nome Cliente 373;172,07;0;173,37;1,3;0;9909;Prod Nome;Tipo 399;1119;Nome Loja;1,99333E+13;123;Loja ABC 373;1,99333E+13;0,0580193;240;2;94,3;06/03/20
07/02/20;2020;2;cont374;99911122573;Nome Cliente 374;631,71;0;647,72;16,01;0;9909;Prod Nome;Tipo 400;1119;Nome Loja;1,99333E+13;123;Loja ABC 374;1,99333E+13;0,0674164;240;12;85;10/04/20
07/02/20;2020;2;cont375;99911122574;Nome Cliente 375;640,89;0;655,58;14,69;0;9909;Prod Nome;Tipo 401;1119;Nome Loja;1,99333E+13;123;Loja ABC 375;1,99333E+13;0,0630537;240;12;79,9;10/03/20
07/02/20;2020;2;cont376;99911122575;Nome Cliente 376;1026,38;0;1114,08;18,7;69;9909;Prod Nome;Tipo 402;1119;Nome Loja;1,99333E+13;123;Loja ABC 376;1,99333E+13;0,0385609;240;8;168;20/03/20
07/02/20;2020;2;cont377;99911122576;Nome Cliente 377;979,32;0;1002,7;23,38;0;9909;Prod Nome;Tipo 403;1119;Nome Loja;1,99333E+13;123;Loja ABC 377;1,99333E+13;0,0551507;240;12;119,9;25/03/20
07/02/20;2020;2;cont378;99911122577;Nome Cliente 378;988,6;0;1011,05;22,45;0;9909;Prod Nome;Tipo 404;1119;Nome Loja;1,99333E+13;123;Loja ABC 378;1,99333E+13;0,0559319;240;12;118,5;10/03/20
07/02/20;2020;2;cont379;99911122578;Nome Cliente 379;1595,27;0;1634,88;39,61;0;9909;Prod Nome;Tipo 405;1119;Nome Loja;1,99333E+13;123;Loja ABC 379;1,99333E+13;0,0541896;240;12;198,6;07/04/20
07/02/20;2020;2;cont380;99911122579;Nome Cliente 380;689,01;0;704,66;15,65;0;9909;Prod Nome;Tipo 406;1119;Nome Loja;1,99333E+13;123;Loja ABC 380;1,99333E+13;0,0559421;240;12;82,59;10/03/20
07/02/20;2020;2;cont381;99911122580;Nome Cliente 381;215,77;0;219,26;3,49;0;9909;Prod Nome;Tipo 407;1119;Nome Loja;1,99333E+13;123;Loja ABC 381;1,99333E+13;0,0649243;240;8;36;06/03/20
07/02/20;2020;2;cont382;99911122581;Nome Cliente 382;2221,96;0;2269,78;47,82;0;9909;Prod Nome;Tipo 408;1119;Nome Loja;1,99333E+13;123;Loja ABC 382;1,99333E+13;0,0652639;240;11;298;12/03/20
07/02/20;2020;2;cont383;99911122582;Nome Cliente 383;1229,52;0;1252,94;23,42;0;9909;Prod Nome;Tipo 409;1119;Nome Loja;1,99333E+13;123;Loja ABC 383;1,99333E+13;0,0498077;240;10;162,11;06/03/20
07/02/20;2020;2;cont384;99911122583;Nome Cliente 384;894,93;0;912,26;17,33;0;9909;Prod Nome;Tipo 410;1119;Nome Loja;1,99333E+13;123;Loja ABC 384;1,99333E+13;0,0648996;240;10;126,84;06/03/20
07/02/20;2020;2;cont385;99911122584;Nome Cliente 385;604,65;0;611,71;7,06;0;9909;Prod Nome;Tipo 411;1119;Nome Loja;1,99333E+13;123;Loja ABC 385;1,99333E+13;0,0599551;240;5;145,2;06/03/20
07/02/20;2020;2;cont386;99911122585;Nome Cliente 386;438,06;0;442,72;4,66;0;9909;Prod Nome;Tipo 412;1119;Nome Loja;1,99333E+13;123;Loja ABC 386;1,99333E+13;0,0654724;240;4;130;10/03/20
07/02/20;2020;2;cont387;99911122586;Nome Cliente 387;352,39;0;355,52;3,13;0;9909;Prod Nome;Tipo 413;1119;Nome Loja;1,99333E+13;123;Loja ABC 387;1,99333E+13;0,0599857;240;3;133;06/03/20
07/02/20;2020;2;cont388;99911122587;Nome Cliente 388;1408,34;0;1423,29;14,95;0;9909;Prod Nome;Tipo 414;1119;Nome Loja;1,99333E+13;123;Loja ABC 388;1,99333E+13;0,0602558;240;4;413;10/03/20
07/02/20;2020;2;cont389;99911122588;Nome Cliente 389;2258,64;0;2316,2;57,56;0;9909;Prod Nome;Tipo 415;1119;Nome Loja;1,99333E+13;123;Loja ABC 389;1,99333E+13;0,0366973;240;12;260,9;22/04/20
07/02/20;2020;2;cont390;99911122589;Nome Cliente 390;1840,22;0;1882,74;42,52;0;9909;Prod Nome;Tipo 416;1119;Nome Loja;1,99333E+13;123;Loja ABC 390;1,99333E+13;0,0560417;240;12;222,6;15/03/20
07/02/20;2020;2;cont391;99911122590;Nome Cliente 391;1673,76;0;1705,91;32,15;0;9909;Prod Nome;Tipo 417;1119;Nome Loja;1,99333E+13;123;Loja ABC 391;1,99333E+13;0,0683492;240;8;300;10/04/20
07/02/20;2020;2;cont392;99911122591;Nome Cliente 392;800,89;0;819,08;18,19;0;9909;Prod Nome;Tipo 418;1119;Nome Loja;1,99333E+13;123;Loja ABC 392;1,99333E+13;0,0559313;240;12;96;10/03/20
07/02/20;2020;2;cont393;99911122592;Nome Cliente 393;1943,64;0;2000,36;56,72;0;9909;Prod Nome;Tipo 419;1119;Nome Loja;1,99333E+13;123;Loja ABC 393;1,99333E+13;0,0661547;240;16;219,9;15/04/20
07/02/20;2020;2;cont394;99911122593;Nome Cliente 394;1197,87;0;1225,33;27,46;0;9909;Prod Nome;Tipo 420;1119;Nome Loja;1,99333E+13;123;Loja ABC 394;1,99333E+13;0,0496685;240;12;139,8;15/03/20
07/02/20;2020;2;cont395;99911122594;Nome Cliente 395;273,71;0;275,78;2,07;0;9909;Prod Nome;Tipo 421;1119;Nome Loja;1,99333E+13;123;Loja ABC 395;1,99333E+13;0,0580041;240;2;150;06/03/20
07/02/20;2020;2;cont396;99911122595;Nome Cliente 396;361,02;0;391,46;5,2;25,24;9909;Prod Nome;Tipo 422;1119;Nome Loja;1,99333E+13;123;Loja ABC 396;1,99333E+13;0,0560377;240;6;79;10/03/20
07/02/20;2020;2;cont397;99911122596;Nome Cliente 397;1578,14;0;1600,89;22,75;0;9909;Prod Nome;Tipo 423;1119;Nome Loja;1,99333E+13;123;Loja ABC 397;1,99333E+13;0,0398339;240;7;266,56;06/03/20
07/02/20;2020;2;cont398;99911122597;Nome Cliente 398;1572,53;0;1608,42;35,89;0;9909;Prod Nome;Tipo 424;1119;Nome Loja;1,99333E+13;123;Loja ABC 398;1,99333E+13;0,0649427;240;12;197,4;08/03/20
07/02/20;2020;2;cont399;99911122598;Nome Cliente 399;927,86;0;943,2;15,34;0;9909;Prod Nome;Tipo 425;1119;Nome Loja;1,99333E+13;123;Loja ABC 399;1,99333E+13;0,0652;240;8;155,79;10/03/20
07/02/20;2020;2;cont400;99911122599;Nome Cliente 400;804,77;0;821,75;16,98;0;9909;Prod Nome;Tipo 426;1119;Nome Loja;1,99333E+13;123;Loja ABC 400;1,99333E+13;0,054916;240;11;102;10/03/20
07/02/20;2020;2;cont401;99911122600;Nome Cliente 401;448,93;0;452,66;3,73;0;9909;Prod Nome;Tipo 427;1119;Nome Loja;1,99333E+13;123;Loja ABC 401;1,99333E+13;0,0567687;240;2;249;15/03/20
07/02/20;2020;2;cont402;99911122601;Nome Cliente 402;1985,26;0;2037,42;52,16;0;9909;Prod Nome;Tipo 428;1119;Nome Loja;1,99333E+13;123;Loja ABC 402;1,99333E+13;0,0579591;240;15;208;10/03/20
07/02/20;2020;2;cont403;99911122602;Nome Cliente 403;1005,81;0;1029,37;23,56;0;9909;Prod Nome;Tipo 429;1119;Nome Loja;1,99333E+13;123;Loja ABC 403;1,99333E+13;0,0385645;240;12;112;25/03/20
07/02/20;2020;2;cont404;99911122603;Nome Cliente 404;1577,83;0;1614,09;36,26;0;9909;Prod Nome;Tipo 430;1119;Nome Loja;1,99333E+13;123;Loja ABC 404;1,99333E+13;0,0650878;240;12;198,9;10/03/20
07/02/20;2020;2;cont405;99911122604;Nome Cliente 405;1013,64;0;1042,19;28,55;0;9909;Prod Nome;Tipo 431;1119;Nome Loja;1,99333E+13;123;Loja ABC 405;1,99333E+13;0,0649071;240;16;109,8;25/03/20
07/02/20;2020;2;cont406;99911122605;Nome Cliente 406;668,13;0;685,07;16,94;0;9909;Prod Nome;Tipo 432;1119;Nome Loja;1,99333E+13;123;Loja ABC 406;1,99333E+13;0,0673991;240;12;89,9;10/04/20
07/02/20;2020;2;cont407;99911122606;Nome Cliente 407;249,17;0;254,9;5,73;0;9909;Prod Nome;Tipo 433;1119;Nome Loja;1,99333E+13;123;Loja ABC 407;1,99333E+13;0,0651029;240;12;31,41;10/03/20
07/02/20;2020;2;cont408;99911122607;Nome Cliente 408;1246;0;1274,5;28,5;0;9909;Prod Nome;Tipo 434;1119;Nome Loja;1,99333E+13;123;Loja ABC 408;1,99333E+13;0,0559846;240;12;149,9;12/03/20
07/02/20;2020;2;cont409;99911122608;Nome Cliente 409;693,67;0;712,62;18,95;0;9909;Prod Nome;Tipo 435;1119;Nome Loja;1,99333E+13;123;Loja ABC 409;1,99333E+13;0,0695391;240;12;99;08/05/20
07/02/20;2020;2;cont410;99911122609;Nome Cliente 410;531,2;0;543;11,8;0;9909;Prod Nome;Tipo 436;1119;Nome Loja;1,99333E+13;123;Loja ABC 410;1,99333E+13;0,0395892;240;12;58;10/03/20
07/02/20;2020;2;cont411;99911122610;Nome Cliente 411;1435,37;0;1462,9;27,53;0;9909;Prod Nome;Tipo 437;1119;Nome Loja;1,99333E+13;123;Loja ABC 411;1,99333E+13;0,0559017;240;10;194,92;06/03/20
07/02/20;2020;2;cont412;99911122611;Nome Cliente 412;143,54;0;145,21;1,67;0;9909;Prod Nome;Tipo 438;1119;Nome Loja;1,99333E+13;123;Loja ABC 412;1,99333E+13;0,0549489;240;5;34;06/03/20
07/02/20;2020;2;cont413;99911122612;Nome Cliente 413;186,92;0;188,08;1,16;0;9909;Prod Nome;Tipo 439;1119;Nome Loja;1,99333E+13;123;Loja ABC 413;1,99333E+13;0,0580604;240;1;199;06/03/20
07/02/20;2020;2;cont414;99911122613;Nome Cliente 414;2154,51;0;2209,13;54,62;0;9909;Prod Nome;Tipo 440;1119;Nome Loja;1,99333E+13;123;Loja ABC 414;1,99333E+13;0,0674051;240;12;289,9;10/04/20
07/02/20;2020;2;cont415;99911122614;Nome Cliente 415;307,3;0;309,91;2,61;0;9909;Prod Nome;Tipo 441;1119;Nome Loja;1,99333E+13;123;Loja ABC 415;1,99333E+13;0,0590656;240;3;114,62;01/03/20
07/02/20;2020;2;cont416;99911122615;Nome Cliente 416;780,9;0;799,81;18,91;0;9909;Prod Nome;Tipo 442;1119;Nome Loja;1,99333E+13;123;Loja ABC 416;1,99333E+13;0,0563321;240;12;96,9;29/03/20
10/02/20;2020;2;cont417;99911122616;Nome Cliente 417;1169,55;0;1199,53;29,98;0;9909;Prod Nome;Tipo 443;1119;Nome Loja;1,99333E+13;123;Loja ABC 417;1,99333E+13;0,0677158;240;12;158,7;15/04/20
10/02/20;2020;2;cont418;99911122617;Nome Cliente 418;880,93;0;896,36;15,43;0;9909;Prod Nome;Tipo 444;1119;Nome Loja;1,99333E+13;123;Loja ABC 418;1,99333E+13;0,0380783;240;8;136;26/03/20
10/02/20;2020;2;cont419;99911122618;Nome Cliente 419;1032,67;0;1046,53;13,86;0;9909;Prod Nome;Tipo 445;1119;Nome Loja;1,99333E+13;123;Loja ABC 419;1,99333E+13;0,0651783;240;6;217;10/03/20
10/02/20;2020;2;cont420;99911122619;Nome Cliente 420;1748,28;0;1787,93;39,65;0;9909;Prod Nome;Tipo 446;1119;Nome Loja;1,99333E+13;123;Loja ABC 420;1,99333E+13;0,064879;240;12;219;07/03/20
10/02/20;2020;2;cont421;99911122620;Nome Cliente 421;191,6;0;193,04;1,44;0;9909;Prod Nome;Tipo 447;1119;Nome Loja;1,99333E+13;123;Loja ABC 421;1,99333E+13;0,0580263;240;2;105;07/03/20
10/02/20;2020;2;cont422;99911122621;Nome Cliente 422;1537,83;0;1572,63;34,8;0;9909;Prod Nome;Tipo 448;1119;Nome Loja;1,99333E+13;123;Loja ABC 422;1,99333E+13;0,0559144;240;12;184;10/03/20
10/02/20;2020;2;cont423;99911122622;Nome Cliente 423;1161,1;0;1178,17;17,07;0;9909;Prod Nome;Tipo 449;1119;Nome Loja;1,99333E+13;123;Loja ABC 423;1,99333E+13;0,0647459;240;6;250;25/03/20
10/02/20;2020;2;cont424;99911122623;Nome Cliente 424;1513,16;0;1546,68;33,52;0;9909;Prod Nome;Tipo 450;1119;Nome Loja;1,99333E+13;123;Loja ABC 424;1,99333E+13;0,039642;240;12;165;10/03/20
10/02/20;2020;2;cont425;99911122624;Nome Cliente 425;1022,4;0;1037,66;15,26;0;9909;Prod Nome;Tipo 451;1119;Nome Loja;1,99333E+13;123;Loja ABC 425;1,99333E+13;0,0651232;240;7;189,9;10/03/20
10/02/20;2020;2;cont426;99911122625;Nome Cliente 426;397,38;0;404,85;7,47;0;9909;Prod Nome;Tipo 452;1119;Nome Loja;1,99333E+13;123;Loja ABC 426;1,99333E+13;0,0623874;240;10;55;01/03/20
10/02/20;2020;2;cont427;99911122626;Nome Cliente 427;470,42;0;476,93;6,51;0;9909;Prod Nome;Tipo 453;1119;Nome Loja;1,99333E+13;123;Loja ABC 427;1,99333E+13;0,0658188;240;6;99,9;15/03/20
10/02/20;2020;2;cont428;99911122627;Nome Cliente 428;167,47;0;168,55;1,08;0;9909;Prod Nome;Tipo 454;1119;Nome Loja;1,99333E+13;123;Loja ABC 428;1,99333E+13;0,0585583;240;1;179;10/03/20
10/02/20;2020;2;cont429;99911122628;Nome Cliente 429;1549,67;0;1585,77;36,1;0;9909;Prod Nome;Tipo 455;1119;Nome Loja;1,99333E+13;123;Loja ABC 429;1,99333E+13;0,0653854;240;12;197;15/03/20
10/02/20;2020;2;cont430;99911122629;Nome Cliente 430;877,57;0;897,43;19,86;0;9909;Prod Nome;Tipo 456;1119;Nome Loja;1,99333E+13;123;Loja ABC 430;1,99333E+13;0,0559175;240;12;105;10/03/20
10/02/20;2020;2;cont431;99911122630;Nome Cliente 431;1175,29;0;1201,79;26,5;0;9909;Prod Nome;Tipo 457;1119;Nome Loja;1,99333E+13;123;Loja ABC 431;1,99333E+13;0,0393084;240;12;129;15/03/20
10/02/20;2020;2;cont432;99911122631;Nome Cliente 432;1731,15;0;1765,87;34,72;0;9909;Prod Nome;Tipo 458;1119;Nome Loja;1,99333E+13;123;Loja ABC 432;1,99333E+13;0,0654688;240;10;249;15/03/20
10/02/20;2020;2;cont433;99911122632;Nome Cliente 433;1885,43;0;1932,99;47,56;0;9909;Prod Nome;Tipo 459;1119;Nome Loja;1,99333E+13;123;Loja ABC 433;1,99333E+13;0,0649352;240;12;249,9;10/04/20
10/02/20;2020;2;cont434;99911122633;Nome Cliente 434;1253,37;0;1273,99;20,62;0;9909;Prod Nome;Tipo 460;1119;Nome Loja;1,99333E+13;123;Loja ABC 434;1,99333E+13;0,0651017;240;8;210;10/03/20
10/02/20;2020;2;cont435;99911122634;Nome Cliente 435;1117,05;0;1138,22;21,17;0;9909;Prod Nome;Tipo 461;1119;Nome Loja;1,99333E+13;123;Loja ABC 435;1,99333E+13;0,0498258;240;10;146,8;06/03/20
10/02/20;2020;2;cont436;99911122635;Nome Cliente 436;554,55;0;561,01;6,46;0;9909;Prod Nome;Tipo 462;1119;Nome Loja;1,99333E+13;123;Loja ABC 436;1,99333E+13;0,0539576;240;5;131;07/03/20
10/02/20;2020;2;cont437;99911122636;Nome Cliente 437;486,4;0;497,06;10,66;0;9909;Prod Nome;Tipo 463;1119;Nome Loja;1,99333E+13;123;Loja ABC 437;1,99333E+13;0,0397955;240;12;52,9;07/03/20
10/02/20;2020;2;cont438;99911122637;Nome Cliente 438;1336,49;0;1367,62;31,13;0;9909;Prod Nome;Tipo 464;1119;Nome Loja;1,99333E+13;123;Loja ABC 438;1,99333E+13;0,0653898;240;12;169,9;15/03/20
10/02/20;2020;2;cont439;99911122638;Nome Cliente 439;2055,94;0;2109,84;53,9;0;9909;Prod Nome;Tipo 465;1119;Nome Loja;1,99333E+13;123;Loja ABC 439;1,99333E+13;0,0579255;240;15;215;10/03/20
10/02/20;2020;2;cont440;99911122639;Nome Cliente 440;1158,92;0;1181,95;23,03;0;9909;Prod Nome;Tipo 466;1119;Nome Loja;1,99333E+13;123;Loja ABC 440;1,99333E+13;0,0560535;240;10;159,4;15/03/20
10/02/20;2020;2;cont441;99911122640;Nome Cliente 441;2134,79;0;2175,74;40,95;0;9909;Prod Nome;Tipo 467;1119;Nome Loja;1,99333E+13;123;Loja ABC 441;1,99333E+13;0,0559015;240;10;289,9;07/03/20
10/02/20;2020;2;cont442;99911122641;Nome Cliente 442;2442,95;0;2514,55;71,6;0;9909;Prod Nome;Tipo 468;1119;Nome Loja;1,99333E+13;123;Loja ABC 442;1,99333E+13;0,0646215;240;18;245,9;22/03/20
10/02/20;2020;2;cont443;99911122642;Nome Cliente 443;1376,58;0;1404,19;27,61;0;9909;Prod Nome;Tipo 469;1119;Nome Loja;1,99333E+13;123;Loja ABC 443;1,99333E+13;0,0654708;240;10;198;15/03/20
10/02/20;2020;2;cont444;99911122643;Nome Cliente 444;340,81;0;343,84;3,03;0;9909;Prod Nome;Tipo 470;1119;Nome Loja;1,99333E+13;123;Loja ABC 444;1,99333E+13;0,054976;240;3;127,44;07/03/20
10/02/20;2020;2;cont445;99911122644;Nome Cliente 445;523;0;530,02;7,02;0;9909;Prod Nome;Tipo 471;1119;Nome Loja;1,99333E+13;123;Loja ABC 445;1,99333E+13;0,0651603;240;6;109,9;10/03/20
10/02/20;2020;2;cont446;99911122645;Nome Cliente 446;686,65;0;703,4;16,75;0;9909;Prod Nome;Tipo 472;1119;Nome Loja;1,99333E+13;123;Loja ABC 446;1,99333E+13;0,0664256;240;12;89,9;29/03/20
10/02/20;2020;2;cont447;99911122646;Nome Cliente 447;922,14;0;943,26;21,12;0;9909;Prod Nome;Tipo 473;1119;Nome Loja;1,99333E+13;123;Loja ABC 447;1,99333E+13;0,0650102;240;12;116;10/03/20
10/02/20;2020;2;cont448;99911122647;Nome Cliente 448;2359,9;0;2414,87;54,97;0;9909;Prod Nome;Tipo 474;1119;Nome Loja;1,99333E+13;123;Loja ABC 448;1,99333E+13;0,0653835;240;12;300;15/03/20
